Order_ID,Order_Date,Customer_Age,Gender,Location,Product_Category,Quantity,Unit_Price
ORD10101,2025-08-24,56,Male,Los Angeles,Home & Kitchen,2,150.0
ORD10102,2025-02-17,22,Female,Chicago,Clothing,1,14.99
ORD10103,2025-09-09,19,Male,Houston,Electronics,4,599.99
ORD10104,2025-07-12,38,Female,Houston,Clothing,3,39.99
ORD10105,2025-01-06,29,Female,Seattle,Electronics,3,299.99
ORD10106,2025-06-27,48,Non-binary,Miami,Electronics,5,599.99
ORD10107,2025-05-11,25,Male,New York,Electronics,2,599.99
ORD10108,2025-07-06,25,Female,New York,Home & Kitchen,2,85.0
ORD10109,2025-02-12,64,Female,Los Angeles,Home & Kitchen,4,150.0
ORD10110,2025-04-13,23,Male,Miami,Home & Kitchen,4,12.99
ORD10111,2025-08-12,50,Female,Los Angeles,Home & Kitchen,2,85.0
ORD10112,2025-12-18,63,Male,Houston,Electronics,2,1099.99
ORD10113,2025-04-16,64,Female,Houston,Beauty,3,75.0
ORD10114,2025-11-15,24,Female,Houston,Clothing,3,89.99
ORD10115,2025-11-20,22,Male,New York,Home & Kitchen,3,12.99
ORD10116,2025-11-06,59,Non-binary,Miami,Home & Kitchen,1,12.99
ORD10117,2025-02-28,29,Female,Houston,Clothing,2,89.99
ORD10118,2025-02-07,31,Female,Chicago,Clothing,1,89.99
ORD10119,2025-01-05,38,Female,Seattle,Home & Kitchen,4,85.0
ORD10120,2025-10-18,38,Female,Miami,Electronics,3,49.99
ORD10121,2025-11-05,31,Female,New York,Home & Kitchen,5,24.99
ORD10122,2025-11-27,44,Female,Houston,Home & Kitchen,2,150.0
ORD10123,2025-04-11,21,Female,Houston,Electronics,4,1099.99
ORD10124,2025-03-03,25,Female,Miami,Home & Kitchen,2,12.99
ORD10125,2025-10-23,19,Male,Seattle,Electronics,3,49.99
ORD10126,2025-03-09,43,Male,Miami,Electronics,1,1099.99
ORD10127,2025-02-05,48,Male,Houston,Home & Kitchen,3,150.0
ORD10128,2025-06-27,43,Male,Chicago,Beauty,4,9.99
ORD10129,2025-06-02,62,Non-binary,Houston,Electronics,5,1099.99
ORD10130,2025-02-22,19,Male,New York,Clothing,3,19.99
ORD10131,2025-12-19,64,Male,Los Angeles,Electronics,3,599.99
ORD10132,2025-10-03,18,Female,New York,Home & Kitchen,1,24.99
ORD10133,2025-01-25,37,Male,Chicago,Beauty,2,75.0
ORD10134,2025-03-12,55,Female,Los Angeles,Home & Kitchen,5,85.0
ORD10135,2025-07-31,58,Male,New York,Clothing,4,14.99
ORD10136,2025-05-24,38,Female,Houston,Clothing,3,19.99
ORD10137,2025-06-01,63,Male,Miami,Clothing,1,39.99
ORD10138,2025-02-08,49,Male,New York,Clothing,4,14.99
ORD10139,2025-04-07,49,Male,Los Angeles,Home & Kitchen,4,150.0
ORD10140,2025-12-02,27,Female,New York,Clothing,3,39.99
ORD10141,2025-07-17,46,Female,Miami,Clothing,2,14.99
ORD10142,2025-02-05,35,Male,Seattle,Home & Kitchen,2,24.99
ORD10143,2025-08-25,24,Female,Los Angeles,Electronics,2,49.99
ORD10144,2025-05-17,19,Female,Miami,Beauty,3,75.0
ORD10145,2025-03-02,53,Male,Houston,Clothing,4,39.99
ORD10146,2025-09-15,45,Female,New York,Beauty,3,75.0
ORD10147,2025-02-20,21,Female,Seattle,Beauty,3,29.99
ORD10148,2025-04-07,43,Male,Chicago,Beauty,1,18.5
ORD10149,2025-12-15,21,Female,New York,Clothing,1,19.99
ORD10150,2025-01-19,54,Male,New York,Electronics,2,1099.99
ORD10151,2025-11-14,62,Female,Houston,Beauty,2,9.99
ORD10152,2025-12-21,35,Female,Los Angeles,Clothing,3,89.99
ORD10153,2025-12-28,56,Male,New York,Electronics,5,599.99
ORD10154,2025-12-25,57,Female,Chicago,Clothing,3,39.99
ORD10155,2025-12-15,22,Male,Chicago,Beauty,1,29.99
ORD10156,2025-12-08,48,Male,New York,Clothing,1,89.99
ORD10157,2025-03-29,61,Female,New York,Home & Kitchen,5,12.99
ORD10158,2025-01-01,49,Female,Houston,Electronics,1,299.99
ORD10159,2025-10-18,61,Non-binary,Los Angeles,Clothing,1,39.99
ORD10160,2025-02-21,37,Female,Chicago,Beauty,3,18.5
ORD10161,2025-10-07,34,Female,Chicago,Home & Kitchen,1,12.99
ORD10162,2025-06-30,37,Female,Miami,Beauty,3,9.99
ORD10163,2025-12-18,51,Female,New York,Clothing,2,14.99
ORD10164,2025-12-04,27,Male,New York,Clothing,3,14.99
ORD10165,2025-04-16,65,Male,Houston,Electronics,5,1099.99
ORD10166,2025-08-19,51,Male,Seattle,Home & Kitchen,4,150.0
ORD10167,2025-10-29,44,Female,Chicago,Home & Kitchen,1,85.0
ORD10168,2025-10-24,51,Female,Miami,Electronics,4,49.99
ORD10169,2025-10-18,40,Male,New York,Beauty,4,29.99
ORD10170,2025-12-15,27,Female,Chicago,Clothing,4,89.99
ORD10171,2025-05-28,22,Female,New York,Beauty,2,9.99
ORD10172,2025-05-25,55,Male,Houston,Home & Kitchen,4,24.99
ORD10173,2025-06-30,60,Female,New York,Home & Kitchen,3,85.0
ORD10174,2025-05-26,50,Female,Miami,Clothing,3,19.99
ORD10175,2025-03-15,64,Male,Miami,Electronics,2,1099.99
ORD10176,2025-01-17,48,Female,Los Angeles,Beauty,4,18.5
ORD10177,2025-02-20,34,Female,Miami,Home & Kitchen,5,85.0
ORD10178,2025-08-12,61,Female,Miami,Clothing,3,39.99
ORD10179,2025-03-11,44,Female,Chicago,Home & Kitchen,3,24.99
ORD10180,2025-10-18,58,Female,Los Angeles,Beauty,1,18.5
ORD10181,2025-03-12,51,Male,Chicago,Home & Kitchen,3,12.99
ORD10182,2025-08-07,47,Male,Houston,Beauty,5,9.99
ORD10183,2025-01-14,44,Male,Los Angeles,Home & Kitchen,5,85.0
ORD10184,2025-09-20,41,Male,Miami,Home & Kitchen,4,24.99
ORD10185,2025-03-06,43,Female,Houston,Beauty,1,9.99
ORD10186,2025-01-29,35,Female,Seattle,Electronics,5,1099.99
ORD10187,2025-02-19,36,Female,Seattle,Home & Kitchen,1,24.99
ORD10188,2025-10-27,61,Female,Seattle,Electronics,5,599.99
ORD10189,2025-03-15,53,Female,Houston,Clothing,2,39.99
ORD10190,2025-06-04,58,Male,New York,Beauty,1,29.99
ORD10191,2025-02-04,18,Male,New York,Electronics,2,599.99
ORD10192,2025-02-23,48,Male,Miami,Beauty,1,18.5
ORD10193,2025-03-04,37,Male,Los Angeles,Clothing,5,89.99
ORD10194,2025-12-15,46,Female,Miami,Electronics,2,49.99
ORD10195,2025-11-22,19,Male,Seattle,Clothing,5,39.99
ORD10196,2025-12-25,52,Male,Houston,Home & Kitchen,1,150.0
ORD10197,2025-10-29,49,Male,Chicago,Beauty,1,18.5
ORD10198,2025-08-26,44,Female,Los Angeles,Electronics,4,1099.99
ORD10199,2025-03-03,54,Male,Miami,Home & Kitchen,5,24.99
ORD10200,2025-08-16,20,Female,Chicago,Clothing,4,14.99
ORD10201,2025-05-22,18,Non-binary,Chicago,Clothing,5,89.99
ORD10202,2025-07-19,50,Male,Seattle,Clothing,5,89.99
ORD10203,2025-06-23,47,Female,Los Angeles,Home & Kitchen,4,150.0
ORD10204,2025-02-04,59,Female,Houston,Clothing,2,89.99
ORD10205,2025-12-24,38,Female,Miami,Home & Kitchen,1,12.99
ORD10206,2025-01-24,19,Female,Los Angeles,Clothing,1,19.99
ORD10207,2025-09-13,61,Female,Los Angeles,Clothing,2,19.99
ORD10208,2025-07-16,44,Female,New York,Home & Kitchen,1,24.99
ORD10209,2025-02-07,46,Female,Miami,Electronics,3,599.99
ORD10210,2025-02-25,62,Male,Los Angeles,Clothing,3,39.99
ORD10211,2025-09-09,46,Female,Los Angeles,Clothing,4,39.99
ORD10212,2025-09-28,30,Male,New York,Electronics,1,599.99
ORD10213,2025-03-13,18,Male,Houston,Electronics,2,1099.99
ORD10214,2025-12-16,64,Non-binary,Seattle,Beauty,2,29.99
ORD10215,2025-10-20,48,Female,Chicago,Clothing,4,19.99
ORD10216,2025-08-07,58,Male,New York,Electronics,5,599.99
ORD10217,2025-06-02,24,Male,Los Angeles,Electronics,1,1099.99
ORD10218,2025-04-25,36,Female,Chicago,Beauty,1,75.0
ORD10219,2025-03-22,36,Male,Miami,Clothing,4,89.99
ORD10220,2025-11-13,21,Female,New York,Beauty,1,75.0
ORD10221,2025-01-17,39,Male,Los Angeles,Home & Kitchen,2,24.99
ORD10222,2025-04-15,53,Female,Chicago,Electronics,4,599.99
ORD10223,2025-02-07,54,Female,Seattle,Electronics,1,1099.99
ORD10224,2025-08-02,56,Female,New York,Beauty,3,29.99
ORD10225,2025-01-22,24,Male,Miami,Clothing,4,89.99
ORD10226,2025-09-02,37,Female,Los Angeles,Electronics,1,299.99
ORD10227,2025-04-11,52,Female,Houston,Electronics,1,49.99
ORD10228,2025-07-18,42,Female,Houston,Beauty,1,29.99
ORD10229,2025-08-13,25,Female,Chicago,Home & Kitchen,3,85.0
ORD10230,2025-08-12,21,Male,New York,Electronics,4,599.99
ORD10231,2025-10-02,54,Male,New York,Clothing,1,19.99
ORD10232,2025-01-30,26,Male,Chicago,Electronics,3,1099.99
ORD10233,2025-11-05,59,Female,Chicago,Clothing,4,14.99
ORD10234,2025-12-03,25,Female,New York,Home & Kitchen,4,85.0
ORD10235,2025-12-28,65,Female,Los Angeles,Beauty,3,75.0
ORD10236,2025-10-10,36,Female,Los Angeles,Home & Kitchen,5,150.0
ORD10237,2025-09-15,24,Male,Houston,Beauty,1,75.0
ORD10238,2025-04-15,26,Female,Miami,Clothing,5,89.99
ORD10239,2025-04-18,25,Male,Los Angeles,Electronics,4,599.99
ORD10240,2025-11-29,47,Non-binary,New York,Beauty,3,9.99
ORD10241,2025-05-23,55,Male,New York,Electronics,5,1099.99
ORD10242,2025-07-16,49,Male,Houston,Beauty,1,18.5
ORD10243,2025-04-25,31,Male,Seattle,Beauty,3,9.99
ORD10244,2025-01-17,52,Female,New York,Home & Kitchen,5,150.0
ORD10245,2025-04-21,19,Male,Miami,Beauty,1,18.5
ORD10246,2025-02-25,53,Male,Seattle,Home & Kitchen,4,12.99
ORD10247,2025-10-21,64,Female,Miami,Home & Kitchen,4,85.0
ORD10248,2025-08-28,65,Non-binary,Los Angeles,Clothing,3,19.99
ORD10249,2025-12-16,35,Male,Los Angeles,Home & Kitchen,5,150.0
ORD10250,2025-07-22,20,Female,Chicago,Home & Kitchen,5,150.0
ORD10251,2025-01-07,25,Male,Seattle,Home & Kitchen,2,150.0
ORD10252,2025-08-16,47,Male,New York,Beauty,3,9.99
ORD10253,2025-09-03,58,Female,Los Angeles,Beauty,5,9.99
ORD10254,2025-02-10,35,Female,Miami,Home & Kitchen,4,24.99
ORD10255,2025-04-03,34,Female,Chicago,Home & Kitchen,2,12.99
ORD10256,2025-04-27,58,Male,Miami,Electronics,1,599.99
ORD10257,2025-12-02,20,Male,Miami,Beauty,1,75.0
ORD10258,2025-10-11,63,Male,Seattle,Home & Kitchen,1,150.0
ORD10259,2025-12-14,40,Female,New York,Clothing,1,89.99
ORD10260,2025-02-09,50,Male,Miami,Electronics,2,599.99
ORD10261,2025-06-16,54,Male,Seattle,Beauty,4,9.99
ORD10262,2025-05-25,27,Male,Miami,Home & Kitchen,4,150.0
ORD10263,2025-11-30,41,Female,Chicago,Electronics,3,599.99
ORD10264,2025-01-23,36,Female,Miami,Electronics,5,299.99
ORD10265,2025-04-19,38,Female,Seattle,Home & Kitchen,4,85.0
ORD10266,2025-10-26,20,Female,Los Angeles,Beauty,1,9.99
ORD10267,2025-04-25,54,Female,Miami,Beauty,5,9.99
ORD10268,2025-01-27,56,Female,Miami,Beauty,3,75.0
ORD10269,2025-04-10,54,Male,Los Angeles,Home & Kitchen,3,85.0
ORD10270,2025-04-29,47,Male,New York,Clothing,4,14.99
ORD10271,2025-07-05,23,Male,Miami,Electronics,4,1099.99
ORD10272,2025-11-06,32,Male,Houston,Clothing,5,39.99
ORD10273,2025-05-06,44,Female,Seattle,Clothing,3,89.99
ORD10274,2025-06-24,38,Male,Houston,Beauty,5,29.99
ORD10275,2025-09-11,58,Female,Los Angeles,Clothing,1,14.99
ORD10276,2025-03-27,25,Male,Miami,Beauty,2,9.99
ORD10277,2025-01-18,45,Male,Los Angeles,Electronics,5,599.99
ORD10278,2025-09-29,42,Female,Chicago,Clothing,5,14.99
ORD10279,2025-05-04,63,Male,Chicago,Home & Kitchen,1,24.99
ORD10280,2025-02-07,65,Female,Houston,Beauty,4,18.5
ORD10281,2025-05-29,48,Female,Seattle,Clothing,2,19.99
ORD10282,2025-01-04,55,Female,Seattle,Beauty,3,18.5
ORD10283,2025-08-13,29,Female,Miami,Home & Kitchen,2,24.99
ORD10284,2025-06-02,49,Male,Miami,Beauty,3,75.0
ORD10285,2025-07-16,38,Female,Los Angeles,Electronics,4,599.99
ORD10286,2025-09-23,35,Female,Miami,Home & Kitchen,3,24.99
ORD10287,2025-05-26,28,Male,Chicago,Beauty,2,18.5
ORD10288,2025-03-28,36,Female,Chicago,Electronics,3,599.99
ORD10289,2025-03-14,24,Male,Miami,Clothing,5,19.99
ORD10290,2025-01-21,52,Female,Los Angeles,Electronics,1,49.99
ORD10291,2025-07-09,31,Male,Miami,Beauty,5,18.5
ORD10292,2025-03-06,47,Male,New York,Electronics,4,49.99
ORD10293,2025-09-10,34,Male,Los Angeles,Home & Kitchen,3,24.99
ORD10294,2025-02-10,65,Female,Seattle,Electronics,2,1099.99
ORD10295,2025-09-17,39,Male,Seattle,Electronics,1,1099.99
ORD10296,2025-08-10,24,Female,Miami,Home & Kitchen,5,85.0
ORD10297,2025-12-05,58,Male,Seattle,Electronics,2,599.99
ORD10298,2025-10-28,42,Female,Los Angeles,Clothing,4,89.99
ORD10299,2025-03-19,49,Female,Seattle,Beauty,2,75.0
ORD10300,2025-04-12,58,Female,Miami,Clothing,4,19.99
ORD10301,2025-02-04,49,Female,Los Angeles,Clothing,4,19.99
ORD10302,2025-12-19,34,Female,Seattle,Clothing,4,89.99
ORD10303,2025-09-29,60,Non-binary,Chicago,Clothing,4,89.99
ORD10304,2025-09-08,58,Male,Chicago,Beauty,1,75.0
ORD10305,2025-04-23,25,Non-binary,Chicago,Beauty,3,18.5
ORD10306,2025-05-07,60,Male,Los Angeles,Beauty,1,75.0
ORD10307,2025-06-27,62,Male,Los Angeles,Beauty,5,18.5
ORD10308,2025-07-30,61,Male,Chicago,Home & Kitchen,4,85.0
ORD10309,2025-02-01,53,Female,Chicago,Home & Kitchen,4,12.99
ORD10310,2025-08-15,45,Male,New York,Home & Kitchen,2,12.99
ORD10311,2025-06-23,58,Female,Chicago,Beauty,2,18.5
ORD10312,2025-10-21,28,Female,Seattle,Electronics,2,1099.99
ORD10313,2025-11-06,52,Male,Seattle,Electronics,1,49.99
ORD10314,2025-12-27,39,Female,Miami,Electronics,5,299.99
ORD10315,2025-04-18,41,Female,Los Angeles,Beauty,3,29.99
ORD10316,2025-03-24,41,Male,Los Angeles,Clothing,1,19.99
ORD10317,2025-01-11,51,Male,Houston,Beauty,2,9.99
ORD10318,2025-05-25,37,Male,Seattle,Clothing,3,19.99
ORD10319,2025-03-05,42,Female,Los Angeles,Home & Kitchen,1,24.99
ORD10320,2025-02-07,50,Female,Seattle,Beauty,1,9.99
ORD10321,2025-10-05,56,Female,New York,Beauty,5,29.99
ORD10322,2025-06-09,38,Male,Seattle,Electronics,3,1099.99
ORD10323,2025-08-23,30,Male,Seattle,Beauty,3,18.5
ORD10324,2025-08-08,23,Male,Houston,Home & Kitchen,3,12.99
ORD10325,2025-12-26,52,Female,Houston,Electronics,4,49.99
ORD10326,2025-07-10,52,Female,Houston,Clothing,4,19.99
ORD10327,2025-04-29,46,Male,Miami,Electronics,3,1099.99
ORD10328,2025-03-15,58,Non-binary,New York,Clothing,4,39.99
ORD10329,2025-10-31,33,Male,Houston,Beauty,1,29.99
ORD10330,2025-09-10,34,Male,Seattle,Home & Kitchen,1,85.0
ORD10331,2025-06-14,62,Female,Houston,Electronics,2,1099.99
ORD10332,2025-10-15,49,Female,Chicago,Clothing,4,89.99
ORD10333,2025-12-29,48,Female,Seattle,Electronics,4,299.99
ORD10334,2025-12-25,22,Male,New York,Clothing,2,19.99
ORD10335,2025-04-12,46,Female,New York,Electronics,4,49.99
ORD10336,2025-03-29,58,Female,Houston,Clothing,4,14.99
ORD10337,2025-01-05,36,Male,Chicago,Home & Kitchen,5,150.0
ORD10338,2025-07-10,54,Female,Los Angeles,Home & Kitchen,5,85.0
ORD10339,2026-01-01,41,Female,Chicago,Beauty,2,18.5
ORD10340,2025-06-19,65,Female,Los Angeles,Clothing,1,14.99
ORD10341,2025-06-12,44,Male,Houston,Electronics,3,299.99
ORD10342,2025-12-26,30,Male,New York,Beauty,1,75.0
ORD10343,2025-02-01,57,Female,Los Angeles,Electronics,5,1099.99
ORD10344,2025-04-26,40,Female,Los Angeles,Home & Kitchen,4,150.0
ORD10345,2025-10-27,64,Male,Miami,Beauty,5,75.0
ORD10346,2025-10-05,59,Female,New York,Clothing,2,19.99
ORD10347,2025-05-24,29,Male,New York,Clothing,3,14.99
ORD10348,2025-10-22,55,Female,Seattle,Beauty,2,29.99
ORD10349,2025-01-02,32,Non-binary,New York,Clothing,2,39.99
ORD10350,2025-09-01,18,Male,New York,Clothing,4,14.99
ORD10351,2025-12-07,48,Male,Miami,Electronics,5,599.99
ORD10352,2025-07-21,42,Female,Seattle,Beauty,3,75.0
ORD10353,2025-09-25,38,Female,Miami,Clothing,3,39.99
ORD10354,2025-12-31,27,Female,Miami,Beauty,3,18.5
ORD10355,2025-12-17,25,Female,Houston,Home & Kitchen,1,85.0
ORD10356,2025-07-07,47,Female,Chicago,Beauty,5,29.99
ORD10357,2025-10-14,30,Male,Los Angeles,Electronics,4,599.99
ORD10358,2025-07-04,51,Male,Miami,Home & Kitchen,1,150.0
ORD10359,2025-07-08,34,Female,New York,Home & Kitchen,3,24.99
ORD10360,2025-11-25,48,Male,Seattle,Home & Kitchen,1,150.0
ORD10361,2025-10-20,19,Female,Houston,Beauty,2,18.5
ORD10362,2025-08-31,65,Female,Miami,Electronics,3,299.99
ORD10363,2025-01-15,57,Female,Los Angeles,Clothing,1,39.99
ORD10364,2025-08-03,25,Male,Seattle,Electronics,1,1099.99
ORD10365,2025-10-06,35,Non-binary,Los Angeles,Electronics,3,1099.99
ORD10366,2025-12-30,28,Female,Miami,Home & Kitchen,4,24.99
ORD10367,2025-08-02,60,Female,New York,Clothing,3,39.99
ORD10368,2025-02-12,29,Male,Chicago,Clothing,2,14.99
ORD10369,2025-11-22,65,Female,New York,Home & Kitchen,5,150.0
ORD10370,2025-06-29,25,Male,Miami,Electronics,1,49.99
ORD10371,2025-03-01,23,Male,New York,Clothing,5,89.99
ORD10372,2025-11-17,19,Female,New York,Clothing,4,89.99
ORD10373,2025-02-11,64,Female,Chicago,Clothing,3,39.99
ORD10374,2025-01-28,42,Female,Los Angeles,Home & Kitchen,5,85.0
ORD10375,2025-06-11,44,Male,Los Angeles,Home & Kitchen,2,85.0
ORD10376,2025-06-01,34,Female,Chicago,Electronics,3,49.99
ORD10377,2025-10-24,41,Male,Seattle,Beauty,1,29.99
ORD10378,2025-10-27,42,Male,Miami,Clothing,3,14.99
ORD10379,2025-11-27,61,Female,Los Angeles,Home & Kitchen,1,150.0
ORD10380,2025-09-20,31,Male,Houston,Home & Kitchen,1,24.99
ORD10381,2025-09-22,60,Female,Houston,Clothing,5,14.99
ORD10382,2025-06-15,41,Female,Seattle,Electronics,1,1099.99
ORD10383,2025-11-19,40,Female,New York,Clothing,4,14.99
ORD10384,2025-06-21,39,Female,New York,Clothing,3,89.99
ORD10385,2025-03-25,47,Female,New York,Beauty,5,18.5
ORD10386,2025-10-22,62,Male,Houston,Beauty,3,29.99
ORD10387,2025-07-11,56,Male,Seattle,Beauty,1,75.0
ORD10388,2025-04-30,50,Male,Houston,Home & Kitchen,5,12.99
ORD10389,2025-01-15,28,Female,Chicago,Clothing,2,39.99
ORD10390,2025-12-06,39,Female,New York,Electronics,2,1099.99
ORD10391,2025-06-27,47,Male,Houston,Electronics,2,599.99
ORD10392,2025-03-30,37,Male,Los Angeles,Clothing,4,39.99
ORD10393,2025-02-16,64,Male,Seattle,Home & Kitchen,4,24.99
ORD10394,2025-03-23,40,Male,Miami,Beauty,4,29.99
ORD10395,2025-12-09,42,Female,Seattle,Clothing,4,19.99
ORD10396,2025-03-07,38,Female,Los Angeles,Beauty,3,75.0
ORD10397,2025-12-12,64,Female,Miami,Beauty,3,9.99
ORD10398,2025-09-08,60,Female,Miami,Electronics,5,599.99
